Twitter,Date,Content
MorganStanley,2020-08-21,"For the first time, foundations are issuing bonds to fund nonprofits that address inequality—at a time when their support and resources are needed more than ever. Learn more: https://t.co/dtauCAUC12 https://t.co/uZIpez53Yb"
MorganStanley,2020-08-21,"Jessica Alsford, Head of Global Sustainability Research, discusses how firms that embrace gender diversity are more likely to outperform their less diverse peers in a #MorganStanleyMinute. https://t.co/IFm5Ipsdpa"
MorganStanley,2020-08-20,"“Now more than ever we need urgent, coordinated efforts to prevent the existing global crisis in children’s mental health from escalating,” says Rob Rooney, Global Head of Technology, Operations and Firm Resilience.  Learn more about the #MorganStanleyACMH https://t.co/ofGpPLQzg3 https://t.co/HAtTNYvSAB"
MorganStanley,2020-08-20,Real progress toward a more sustainable world requires transformation across sectors and disciplines. A new accelerator program at Morgan Stanley aims to support such innovation. https://t.co/R2ej76j41a
MorganStanley,2020-08-19,"Hear from @getmahmee founder @MelissaCHanna and @PipelineAngels CEO @nakisnakis about how they reached the top of the tech industry without ""perpetuating the systems that we're aiming to disrupt"" on the latest episode of the Access and Opportunity podcast. https://t.co/axWLdnL9mQ https://t.co/Pgh6CuJLoY"
MorganStanley,2020-08-18,"Today we honor 100 years since women across the United States secured the right to vote through the passage of the 19th amendment. We celebrate the women who joined in that campaign, and all those who have fought and continue to fight for equal representation under the law. https://t.co/xz6I3GfrQM"
MorganStanley,2020-08-18,"“Since the financial crisis, quant hedge fund assets have grown by more than $270 billion” notes our Head of QIS Research Stephan Kessler. He shares three approaches to quantitative investing with @TheTimes this week.  https://t.co/cPiGGatdVV"
MorganStanley,2020-08-18,25 Morgan Stanley representatives joined Hispanic technology leaders from 32 states and 13 countries for a discussion of leadership in times of crisis at the Hispanic IT Executive Counsel’s Virtual Summer Leadership Summit. Learn more about #HITEC: https://t.co/FLCnHypiWe https://t.co/pR8r0obMr9
MorganStanley,2020-08-17,"As schools reopen, families are contending with the dual realities of a pandemic and social justice movement. This week we’re convening members of the #MorganStanleyACMH to discuss how to respond to the growing mental health crisis. https://t.co/Fb2LCupC7u https://t.co/5CvMasJhtJ"
MorganStanley,2020-08-17,"Our summer analysts and associates in Asia had an extra incentive to take exercise breaks during their work days: the effort they exerted over a 5-week period translated into 7,500 meals donated for underprivileged families via @foodsport_hk #MSGivesBack #MyMSSummer https://t.co/RWQDgyek2Z"
MorganStanley,2020-08-15,Making mistakes is part of the game. Hear how @JustinRose99  bounces back from a bad shot. #golf #how-to #team 🌹 https://t.co/iwY7xBPhQq
MorganStanley,2020-08-14,"Mike Wilson, Chief US Equity Strategist, discusses expectations ahead of the next round of fiscal stimulus with @Bloomberg: https://t.co/N5GzlCFp3i,"
MorganStanley,2020-08-14,"Our newest Core Value: ""Commit to Diversity and Inclusion,"" makes more explicit our responsibility for representation, equitable treatment and justice for all. Updating the display in our offices is just a small part of our efforts. Learn more: https://t.co/NzxAtSkJeI https://t.co/eWZDMImbz9"
MorganStanley,2020-08-14,"While our firm is still largely working from home, we remain passionate about finding the next generation of financial talent. 50 young women joined us for a virtual interactive market simulation and conversations with a panel of senior employees. https://t.co/41m0P1T9r2 https://t.co/EohmrgLoEZ"
MorganStanley,2020-08-14,"Learn why private equity may offer investors an edge, given their historic differentiated returns during crises, and how they can help revitalize companies and spur economic recovery. https://t.co/mwcrgko7Ay"
MorganStanley,2020-08-13,"“We are proud to support @MSF in their mission to provide medical care where it’s needed most and applaud the MSF team for their important work that is saving thousands of lives globally.” said John Moore, head of Latin America at Morgan Stanley. https://t.co/2imuX5Qzwi"
MorganStanley,2020-08-13,"Hear from @getmahmee founder @MelissaCHanna and @PipelineAngels CEO @nakisnakis about how they reached the top of the tech industry without ""perpetuating the systems that we're aiming to disrupt"" on the latest episode of the Access and Opportunity podcast. https://t.co/kuJ6ulc66g"
MorganStanley,2020-08-12,"PODCAST: Whether you're casual friends or business partners, identifying shared values can deepen a relationship. Learn from a startup founder and an investor how they met, and how they see the pandemic playing out for business owners: https://t.co/P7lseRbHYq https://t.co/yAw9qeS0hJ"
MorganStanley,2020-08-12,"“At a lot of places, ‘culture’ just a word,” says Wided, an Associate in Global Capital Markets in our London office. “Here it’s a genuine part of what we experience every day.” https://t.co/kDTbLmm7P4"
MorganStanley,2020-08-12,Sustainability requires transformative systemic change. A new Morgan Stanley accelerator aims to support such innovations. https://t.co/DB6J5BM0Hc
MorganStanley,2020-08-11,"After intense negotiations, European leaders have reached a historic coronavirus recovery deal. However, the hardest challenge may lie ahead: How to spend the resources wisely. https://t.co/MrbYdn3ZvF"
MorganStanley,2020-08-11,"Fiscal and monetary policies are contributing to extremely low interest rates. Wealth Management’s Chief Investment Officer Lisa Shalett looks at what that could mean for your portfolio:
https://t.co/IHncIyZ2bN"
MorganStanley,2020-08-11,"Michael Zezas, Head of US Public Policy Research, joins @SquawkCNBC to discuss the next round of economic aid from Washington: https://t.co/3QUQHdFJLC. https://t.co/wtKpyC8tG5"
MorganStanley,2020-08-11,"COVID-19 is accelerating several trends in the Tech, Media and Telecoms sector, touching roughly a third of U.S. GDP, and driving higher technology investment that could last well beyond the pandemic. https://t.co/nBLeQVDxOs"
MorganStanley,2020-08-10,"Our London employees recently found a way to give back in a socially distanced world by participating in a walking challenge.  Last weekend, Morgan Stanley employees, family and friends completed over 4 million steps raising funds in support of @TeenageCancer nurses. https://t.co/8dgCRjkCNn"
MorganStanley,2020-08-10,"Stimulus to the rescue? Our Global Balanced Risk Control team looks at stimulus programs in the U.S. and Europe, as well as investment opportunities in Global Renewable Energy and China. https://t.co/Ouybm5bo9J https://t.co/yGOHWWCxbl"
MorganStanley,2020-08-10,"Millennials have “a much greater focus on ensuring that the wealth they have been fortunate to inherit or create is used to make the world a better place,” says Mandell Crawley, Head of Private Wealth Management. #MorganStanleyMinute https://t.co/t8FnNGHyCo https://t.co/lz0rHFkRfZ"
MorganStanley,2020-08-09,The 5-foot putt can be one of the most challenging shots but @justinrose99 shares how to make it simple with this tip you can do from home. #golf #howto #team 🌹 https://t.co/fwoeJWR7PN
MorganStanley,2020-08-07,"With over 85 years of experience in wealth management, Morgan Stanley is on a mission with the @NFLPA to bring sports professionals the financial experience they deserve. The gridiron endgame starts here. https://t.co/DzS4YbIbMr https://t.co/YI8Qaf7u55"
MorganStanley,2020-08-07,"""My legacy is not about success at my job, but about how much I am able to give back,” says Managing Director Peter Akwaboah.
https://t.co/HLmFsGh2XG"
MorganStanley,2020-08-07,Today’s digital natives are tomorrow’s engineers. The Morgan Stanley Makerspace program helped a promising group of @FinTechFocus students learn how to code in #python using the @Adafruit CircuitPython Express. https://t.co/Gr6fgejtlH
MorganStanley,2020-08-06,"Whether you're casual friends or business partners, identifying shared values can deepen a relationship. Hear from startup founder @EstherCrawford and investor @JesseDraper on how they met, and how they see the pandemic playing out for businesses.
https://t.co/E1j0OevFDp https://t.co/oC9PAvAYKI"
MorganStanley,2020-08-06,Top business influencers gathered remotely to discuss the effects of COVID-19 at our fifth annual Senior Multicultural Leadership Conference. Vice Chairman Carla Harris shares key insights in this Q&amp;A. https://t.co/7Y7sKhC2ab
MorganStanley,2020-08-05,"“I got to the point where I was like ‘something has to change for me to continue doing this thing I really love,’” says veterinarian-turned-tech CEO Dr. Hilary Jones. Learn about her company @Teletails and the other members of our latest #MCIL cohort: https://t.co/vk1SvwAVsA https://t.co/YeHYWCWeWH"
MorganStanley,2020-08-05,Congratulations to our Asia Head of Research Bill Greene on winning the LGBT+ Executive Sponsor Award at @CB_Asia’s 2020 Hong Kong LGBT+ Inclusion Awards. Learn more about Bill’s efforts to promote LGBT+ inclusion: https://t.co/UHnZ3CgPN6 #WeAreProud https://t.co/dozh04CI1d
MorganStanley,2020-08-05,"Carla speaks with @JesseDraper of @HalogenVC and @EstherCrawford of @Squad, one of Halogen's portfolio companies, on what brought them together, the challenges and necessities of pivoting a business, and the power of values alignment. https://t.co/3ZwKsgzysW"
MorganStanley,2020-08-04,We want a future where Black and Latinx girls face no barriers to leadership. We are proud to support the #ReadyToLead research and campaign from @GirlsLeadership. https://t.co/JvGt3imJdG https://t.co/zwKzuDcHz6
MorganStanley,2020-08-04,"What can we expect from the markets in August? Andrew Slimmon, Head of our Applied Equity Advisors Team, reviews July and shares his outlook for August. https://t.co/0nznKA8seF https://t.co/1yhmDk47FQ"
MorganStanley,2020-08-04,"“As you know, there is a huge gap in the distribution of capital to women and multicultural owned businesses, “says Vice-Chair Carla Harris. Learn how Morgan Stanley is working to close that gap, even in the face of the COVID-19 Crisis on @YahooFinance.  https://t.co/j2x3o6J8k8"
MorganStanley,2020-08-03,Growth in money supply is one of the most powerful indicators for rising inflation—and its currently rising at record levels. How should investors position portfolios? https://t.co/dHmlfPBtjH
MorganStanley,2020-08-03,"Chief US Economist, Ellen Zentner, discusses her outlook for the labor market on @Bloomberg Surveillance: https://t.co/U1HTyuDqLo."
MorganStanley,2020-08-02,"High levels of private funding, advances in technology and growing public-sector interest are renewing the call to look toward the stars. https://t.co/P5mYKdd8m1"
